what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234426596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234426596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234458905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234466111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234485886
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1738234485902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234487919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234492304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234494635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234553098
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1738234553132
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1738234751664
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234759866
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1738234769721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738234784547
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738234786581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234788683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234791314
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234794547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738234801347
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738234802498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234804148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234806248
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234812264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738234819863
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738234820778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234822435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234824698
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234834247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738234870616
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738234872797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234874413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234876713
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234879596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738234900280
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738234901630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234902930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234906613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234907163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234923113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234939174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234941663
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1738234942211
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1738234945247
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1738234947254
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1738234951844
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738234977537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234980105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738234995018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235021713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235061635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738235073664
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738235079064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235080463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235083824
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1738235085312
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738235086709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235088868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738235091445
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1738235091946
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1738235095229
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1738235097218
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1738235101675
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1738235129653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1738235143236
