what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1739784968216
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1739784968216
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1739784968216
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1739784968216
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1739784968216
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1739784968216
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1739784968216
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1739784968223
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1739784968223
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1739784968223
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1739784968223
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1739784968238
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1739784968238
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1739784968238
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1739784968238
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1739784968238
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1739784968238
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1739784968238
os,sysinfo,,,"win32",1739784968254
arch,sysinfo,,,"x86",1739784968254
ws,sysinfo,,,"win32",1739784968254
locale,sysinfo,,,"fr_FR",1739784968254
processors,sysinfo,,,"20",1739784968254
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1739784968254
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1739784968254
java.specification.name,sysinfo,,,"Java Platform API Specification",1739784968254
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1739784968254
java.specification.version,sysinfo,,,"1.6",1739784968254
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1739784968254
java.version,sysinfo,,,"1.6.0_23",1739784968254
java.vm.info,sysinfo,,,"mixed mode",1739784968254
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1739784968254
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1739784968254
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1739784968254
java.vm.specification.version,sysinfo,,,"1.0",1739784968254
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1739784968254
java.vm.version,sysinfo,,,"19.0-b09",1739784968254
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1739784968370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1739784969541
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1739784969689
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1739784969720
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1739784972596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739784972896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739784977876
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1739785143755
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1739785143755
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1739785145844
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1739785152213
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1739785152260
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1739785152260
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1739785152260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739785152275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739785154850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739785158428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1739785169600
