what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1738232231842
java.specification.name,sysinfo,,,"Java Platform API Specification",1738232231842
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1738232231842
java.specification.version,sysinfo,,,"1.6",1738232231842
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1738232231842
java.version,sysinfo,,,"1.6.0_23",1738232231842
java.vm.info,sysinfo,,,"mixed mode",1738232231842
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1738232231842
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1738232231842
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1738232231842
java.vm.specification.version,sysinfo,,,"1.0",1738232231842
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1738232231842
java.vm.version,sysinfo,,,"19.0-b09",1738232231842
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1738232232080
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1738232233012
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1738232264097
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1738232264999
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1738232265030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738232275190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738232275438
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1738232279761
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1738232279761
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1738232279761
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1738232279761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738232279783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738232301947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1738232306510
